                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                0.36706,                0.37507,                0.95326,                0.99464,                      1,                  0.995,                 0.9565,                0.29349,                0.23176,                0.84686,               0.002014,               0.002014,               0.002014
                    123,                0.34907,                0.37804,                0.94123,                0.99492,                      1,                  0.995,                0.94871,                0.27299,                0.22153,                0.84552,               0.001948,               0.001948,               0.001948
                    124,                0.35502,                0.37878,                0.94551,                0.99493,                      1,                  0.995,                0.94627,                0.28158,                0.22838,                0.84752,               0.001882,               0.001882,               0.001882
                    125,                0.34072,                0.36624,                 0.9312,                 0.9937,                      1,                  0.995,                0.94783,                0.31351,                0.23639,                0.86093,               0.001816,               0.001816,               0.001816
                    126,                0.35876,                0.39455,                  0.931,                0.99434,                      1,                  0.995,                 0.9492,                0.30218,                0.22146,                0.85583,                0.00175,                0.00175,                0.00175
                    127,                0.34982,                0.37268,                0.94436,                0.99359,                      1,                  0.995,                0.95561,                0.28596,                 0.2317,                0.84807,               0.001684,               0.001684,               0.001684
                    128,                0.35841,                0.36309,                0.94692,                0.99358,                      1,                  0.995,                0.95491,                 0.2819,                0.23178,                0.84601,               0.001618,               0.001618,               0.001618
                    129,                0.34088,                 0.3525,                0.94537,                 0.9942,                      1,                  0.995,                0.94822,                0.29038,                0.21559,                0.84846,               0.001552,               0.001552,               0.001552
                    130,                0.32736,                0.34325,                0.93844,                0.99392,                      1,                  0.995,                0.94752,                0.28381,                0.22493,                0.84816,               0.001486,               0.001486,               0.001486
                    131,                0.32349,                0.34438,                0.93807,                0.99414,                      1,                  0.995,                0.95252,                0.29515,                0.23313,                0.85192,                0.00142,                0.00142,                0.00142
                    132,                0.31221,                0.34362,                0.92711,                0.99394,                      1,                  0.995,                0.94072,                0.29924,                0.22521,                0.85019,               0.001354,               0.001354,               0.001354
                    133,                0.33707,                0.36032,                0.93889,                0.99457,                      1,                  0.995,                0.94258,                0.29646,                  0.207,                0.84883,               0.001288,               0.001288,               0.001288
                    134,                0.32383,                0.34115,                0.91901,                0.99406,                      1,                  0.995,                 0.9513,                0.28882,                0.20507,                0.84802,               0.001222,               0.001222,               0.001222
                    135,                  0.318,                0.34777,                0.92286,                0.99438,                      1,                  0.995,                0.95364,                0.29121,                0.20087,                0.84986,               0.001156,               0.001156,               0.001156
                    136,                0.32237,                0.34997,                0.92797,                0.99462,                      1,                  0.995,                0.95841,                0.28792,                0.20091,                 0.8487,                0.00109,                0.00109,                0.00109
                    137,                0.33658,                0.34895,                0.93488,                  0.995,                      1,                  0.995,                0.95712,                0.29011,                0.20001,                0.84831,               0.001024,               0.001024,               0.001024
                    138,                0.29388,                0.32236,                0.91466,                0.99505,                      1,                  0.995,                0.96022,                0.28626,                0.20125,                0.84723,               0.000958,               0.000958,               0.000958
                    139,                0.33611,                0.36236,                0.94272,                0.99437,                      1,                  0.995,                0.96011,                0.28528,                0.21023,                0.84643,               0.000892,               0.000892,               0.000892
                    140,                0.31896,                0.36036,                0.91771,                0.99341,                      1,                  0.995,                0.95353,                0.28433,                 0.2068,                0.84563,               0.000826,               0.000826,               0.000826
                    141,                0.30955,                0.31575,                0.91968,                0.99351,                      1,                  0.995,                0.96266,                0.28857,                0.20974,                0.84422,                0.00076,                0.00076,                0.00076
                    142,                0.32055,                0.33352,                0.93046,                0.99373,                      1,                  0.995,                0.95732,                0.29327,                0.20873,                 0.8442,               0.000694,               0.000694,               0.000694
