                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                 0.3858,                0.30428,                0.90993,                0.54552,                0.10338,                0.15598,                 0.0771,                 2.0292,                 5.9464,                 2.3501,              0.0071488,              0.0071488,              0.0071488
                    146,                0.37367,                0.29298,                0.92322,                0.29432,                0.08175,                0.08691,                0.04215,                 1.9702,                 5.0221,                  2.108,               0.007129,               0.007129,               0.007129
                    147,                0.38268,                0.30099,                0.91901,                0.01273,                0.04545,                0.00797,                0.00359,                 2.1529,                 5.6765,                 2.3808,              0.0071092,              0.0071092,              0.0071092
                    148,                0.39498,                0.30351,                0.91589,                0.00581,                0.01136,                0.00364,                0.00036,                 2.8331,                 5.7321,                  2.864,              0.0070894,              0.0070894,              0.0070894
                    149,                0.38521,                 0.2919,                0.91833,                0.01587,                0.03409,                0.01082,                0.00508,                 2.1865,                 5.5057,                 2.4449,              0.0070696,              0.0070696,              0.0070696
                    150,                0.38965,                 0.2976,                0.91791,                0.01042,                0.01136,                0.00557,                0.00056,                  2.277,                 5.6995,                 2.5807,              0.0070498,              0.0070498,              0.0070498
                    151,                0.41652,                0.29903,                0.92258,                0.01042,                0.01136,                0.00557,                0.00056,                 2.8391,                 5.6831,                  3.045,                0.00703,                0.00703,                0.00703
                    152,                0.38221,                0.27936,                0.91155,                 0.0199,                0.04545,                0.01532,                0.00309,                 3.0798,                 5.4589,                 2.8702,              0.0070102,              0.0070102,              0.0070102
                    153,                0.36657,                0.27448,                0.91088,                 0.0208,                0.08122,                0.02542,                0.00565,                 3.0549,                 5.3971,                 2.8202,              0.0069904,              0.0069904,              0.0069904
                    154,                0.38041,                0.28361,                0.91251,                0.10792,                0.01136,                0.00806,                0.00091,                 3.0593,                 5.5922,                  2.831,              0.0069706,              0.0069706,              0.0069706
                    155,                0.35375,                0.27209,                0.89037,                0.00313,                0.01136,                 0.0023,                0.00023,                 3.1505,                 5.8301,                 3.1281,              0.0069508,              0.0069508,              0.0069508
                    156,                0.37013,                0.28774,                0.90462,                0.05908,                0.02273,                0.00707,                0.00099,                  2.725,                 5.5827,                 2.7734,               0.006931,               0.006931,               0.006931
                    157,                0.40857,                0.29759,                0.92193,                0.06714,                0.01136,                0.00605,                0.00242,                 2.7958,                 6.0812,                 2.8008,              0.0069112,              0.0069112,              0.0069112
                    158,                0.37822,                0.29592,                0.90992,                0.01823,                0.03409,                0.01548,                0.01051,                 2.7428,                  5.771,                  2.724,              0.0068914,              0.0068914,              0.0068914
                    159,                0.39116,                0.28604,                0.92304,                0.21348,                0.05736,                0.06021,                0.02524,                 2.5511,                 5.3996,                 2.5671,              0.0068716,              0.0068716,              0.0068716
                    160,                0.35975,                0.27021,                0.90554,                0.03753,                0.09259,                0.03666,                0.01836,                 2.3728,                  5.461,                 2.4674,              0.0068518,              0.0068518,              0.0068518
                    161,                 0.3837,                0.28384,                0.91967,                0.14102,                0.03577,                0.02453,                0.01113,                 2.2811,                 5.5088,                 2.4084,               0.006832,               0.006832,               0.006832
                    162,                0.36354,                0.27648,                0.91149,                0.23904,                  0.071,                0.04945,                0.02344,                 2.1139,                 5.5287,                 2.2856,              0.0068122,              0.0068122,              0.0068122
                    163,                0.40229,                0.29976,                0.91168,                 0.5315,                0.20265,                0.21646,                0.13303,                 1.8954,                 3.8183,                 1.8324,              0.0067924,              0.0067924,              0.0067924
                    164,                0.36418,                0.26572,                0.92182,                0.46766,                0.10557,                0.13194,                0.08301,                 1.6986,                 4.7383,                 1.8859,              0.0067726,              0.0067726,              0.0067726
                    165,                0.38791,                0.27994,                0.91854,                0.02474,                0.01136,                0.01294,                0.00259,                 2.4263,                 6.2893,                 2.7583,              0.0067528,              0.0067528,              0.0067528
                    166,                0.35929,                0.28712,                0.90202,                0.27761,                0.05957,                  0.053,                0.02461,                 2.2598,                  5.528,                 2.4162,               0.006733,               0.006733,               0.006733
                    167,                0.38765,                0.27078,                 0.9331,                0.05337,                0.08236,                0.04625,                0.01541,                 2.6851,                 5.6216,                 2.6508,              0.0067132,              0.0067132,              0.0067132
                    168,                0.36882,                0.27561,                0.91324,                0.13989,                0.36174,                0.20455,                 0.1325,                 2.1025,                 4.2481,                 1.9343,              0.0066934,              0.0066934,              0.0066934
                    169,                0.38085,                0.30633,                0.92032,                0.07215,                0.02386,                0.00786,                0.00295,                 2.3023,                 5.7134,                 2.4261,              0.0066736,              0.0066736,              0.0066736
                    170,                0.37321,                0.27824,                0.90913,                0.00472,                0.01136,                  0.003,                 0.0003,                 2.1749,                 5.7857,                 2.5391,              0.0066538,              0.0066538,              0.0066538
                    171,                 0.3663,                0.29127,                0.90885,                0.10531,                0.03517,                0.02429,                0.00628,                 1.9782,                 5.6393,                 2.1546,               0.006634,               0.006634,               0.006634
                    172,                0.37484,                0.27374,                0.91537,                0.00056,                 0.0125,                0.00034,                  7e-05,                 2.4295,                 5.7526,                 2.5845,              0.0066142,              0.0066142,              0.0066142
                    173,                0.36137,                0.26907,                0.90039,                0.01604,                0.06818,                0.01273,                0.00547,                 2.3241,                 5.6878,                 2.4276,              0.0065944,              0.0065944,              0.0065944
                    174,                0.35062,                 0.2649,                0.90298,                0.01381,                0.04545,                0.00839,                0.00224,                 2.5077,                 5.8018,                 2.6264,              0.0065746,              0.0065746,              0.0065746
                    175,                0.34883,                0.27065,                0.90779,                0.00872,                0.04545,                0.00621,                0.00225,                 2.7348,                 5.8664,                 2.8086,              0.0065548,              0.0065548,              0.0065548
                    176,                0.36474,                 0.2717,                0.91489,                0.07315,                0.08398,                0.03251,                0.01012,                 2.2726,                 5.4731,                 2.3775,               0.006535,               0.006535,               0.006535
                    177,                0.39191,                0.28751,                0.90702,                0.10507,                0.04545,                0.05461,                0.01301,                 2.0644,                 5.4547,                 2.1598,              0.0065152,              0.0065152,              0.0065152
                    178,                0.39007,                0.28492,                0.90551,                0.24658,                0.10335,                0.10037,                0.04366,                 2.1618,                 4.8579,                 2.1999,              0.0064954,              0.0064954,              0.0064954
                    179,                0.36885,                0.26715,                 0.8983,                0.34267,                  0.217,                0.22305,                0.12858,                 1.8461,                 4.0912,                 1.9235,              0.0064756,              0.0064756,              0.0064756
                    180,                0.38765,                0.28254,                0.91159,                0.38509,                0.09393,                0.11128,                0.04669,                 1.9106,                 5.4122,                 2.0426,              0.0064558,              0.0064558,              0.0064558
                    181,                0.37635,                0.27834,                0.89654,                0.38509,                0.09393,                0.11128,                0.04669,                 2.3456,                 6.3357,                 2.4949,               0.006436,               0.006436,               0.006436
                    182,                0.35932,                0.27199,                0.89641,                0.17235,                0.01136,                0.01572,                0.00442,                 2.1161,                 6.2229,                  2.214,              0.0064162,              0.0064162,              0.0064162
                    183,                0.35262,                0.29906,                0.90603,                0.19887,                0.09199,                0.09496,                0.04927,                 1.8635,                 5.1273,                 2.0175,              0.0063964,              0.0063964,              0.0063964
                    184,                0.36431,                0.27466,                0.91215,                 0.1071,                0.10281,                0.07332,                0.03242,                 1.7839,                 5.1056,                 1.9178,              0.0063766,              0.0063766,              0.0063766
                    185,                0.35989,                0.27059,                0.90238,                0.05331,                0.13972,                  0.056,                0.03652,                 2.0591,                 5.4089,                 2.2236,              0.0063568,              0.0063568,              0.0063568
                    186,                 0.3562,                0.27464,                0.90256,                0.14954,                0.05904,                 0.0591,                0.02274,                 2.0966,                  5.541,                 2.2681,               0.006337,               0.006337,               0.006337
                    187,                0.36753,                0.28547,                0.89973,                0.10021,                0.02931,                0.01399,                0.00254,                 2.5351,                 5.7468,                 2.6245,              0.0063172,              0.0063172,              0.0063172
                    188,                  0.339,                0.24914,                0.90106,                0.10021,                0.02931,                0.01399,                0.00254,                 3.4745,                 5.9508,                 3.3119,              0.0062974,              0.0062974,              0.0062974
                    189,                0.34161,                0.25919,                0.89666,                0.70586,                0.01136,                0.01267,                0.00127,                  3.113,                 5.8716,                 3.1812,              0.0062776,              0.0062776,              0.0062776
                    190,                0.37684,                0.27995,                0.91154,                0.70586,                0.01136,                0.01267,                0.00127,                  3.865,                 5.9615,                  3.511,              0.0062578,              0.0062578,              0.0062578
                    191,                0.35571,                0.26687,                0.90473,                0.70586,                0.01136,                0.01267,                0.00127,                 3.2727,                  5.841,                 3.1315,               0.006238,               0.006238,               0.006238
                    192,                0.35508,                0.27835,                0.90363,                0.70586,                0.01136,                0.01267,                0.00127,                 2.6534,                 5.8627,                 2.8117,              0.0062182,              0.0062182,              0.0062182
                    193,                0.37395,                0.28493,                0.90937,                0.32861,                0.01136,                0.00551,                0.00055,                 2.6867,                 5.7604,                 2.8557,              0.0061984,              0.0061984,              0.0061984
                    194,                0.33125,                0.27729,                0.90042,                 0.0716,                0.18512,                0.11471,                0.04392,                 2.2285,                 5.3546,                 2.3055,              0.0061786,              0.0061786,              0.0061786
                    195,                0.36877,                0.26413,                0.91755,                0.44214,                0.23117,                 0.2666,                0.18197,                 1.9083,                  4.092,                 1.8656,              0.0061588,              0.0061588,              0.0061588
                    196,                0.38927,                0.27435,                0.90976,                0.15879,                0.46558,                 0.2651,                0.18808,                 1.8746,                 3.9755,                 1.7491,               0.006139,               0.006139,               0.006139
                    197,                0.34924,                0.26036,                 0.9066,                0.14918,                0.27657,                0.20374,                0.14189,                 2.1242,                 4.6381,                  2.086,              0.0061192,              0.0061192,              0.0061192
                    198,                0.35058,                0.27646,                0.91018,                0.46892,                  0.106,                0.11018,                0.05201,                 2.1772,                 5.0888,                 2.2461,              0.0060994,              0.0060994,              0.0060994
                    199,                0.36349,                0.27317,                0.90305,                0.00943,                0.02273,                  0.009,                0.00124,                 2.3497,                 5.7302,                 2.4112,              0.0060796,              0.0060796,              0.0060796
                    200,                 0.3516,                0.30054,                0.90246,                0.00943,                0.02273,                  0.009,                0.00124,                 2.5508,                 5.9144,                 2.7895,              0.0060598,              0.0060598,              0.0060598
                    201,                0.33628,                0.26456,                 0.9011,                0.00595,                0.01136,                0.00425,                0.00085,                 2.2105,                 5.8713,                 2.5729,                0.00604,                0.00604,                0.00604
                    202,                0.35542,                0.26433,                0.89992,                0.09225,                0.05736,                 0.0497,                0.02076,                 2.0781,                  5.126,                 2.2148,              0.0060202,              0.0060202,              0.0060202
                    203,                0.36109,                0.27237,                0.90996,                0.03939,                0.11813,                0.04083,                0.01292,                 1.9743,                 5.5593,                 2.1869,              0.0060004,              0.0060004,              0.0060004
                    204,                0.35685,                0.25655,                0.90913,                0.01759,                0.04654,                0.02066,                0.00605,                 1.9928,                 5.7383,                 2.1723,              0.0059806,              0.0059806,              0.0059806
                    205,                0.35493,                0.27374,                0.89767,                0.37388,                0.01136,                0.01324,                0.00397,                 2.2841,                 5.9966,                 2.4209,              0.0059608,              0.0059608,              0.0059608
                    206,                0.33876,                0.24988,                0.91013,                0.51732,                0.01136,                 0.0044,                0.00124,                 2.6317,                 5.6833,                 2.5476,               0.005941,               0.005941,               0.005941
                    207,                0.34683,                0.29195,                0.90077,                0.00431,                0.01136,                0.00241,                0.00048,                 3.2326,                 5.9068,                 3.0075,              0.0059212,              0.0059212,              0.0059212
                    208,                0.34153,                 0.2635,                0.90389,                0.02521,                0.03409,                0.01915,                0.00288,                 3.0236,                 5.8415,                 2.7608,              0.0059014,              0.0059014,              0.0059014
                    209,                0.34415,                 0.2501,                0.88764,                0.37182,                0.07955,                 0.0801,                0.02879,                 2.1908,                 5.3658,                 2.1849,              0.0058816,              0.0058816,              0.0058816
                    210,                0.34603,                0.30306,                0.91064,                0.09246,                0.14026,                 0.1016,                0.06796,                 2.0311,                 5.3649,                 2.1138,              0.0058618,              0.0058618,              0.0058618
                    211,                0.32313,                0.25923,                0.89545,                0.17369,                0.02273,                 0.0211,                0.00473,                 2.5558,                 5.9194,                 2.5324,               0.005842,               0.005842,               0.005842
                    212,                0.34137,                0.25266,                0.90426,                0.72244,                0.01136,                0.01727,                0.00523,                 2.6767,                 6.0536,                 2.5897,              0.0058222,              0.0058222,              0.0058222
                    213,                0.34459,                0.26227,                0.90355,                0.72244,                0.01136,                0.01727,                0.00523,                 3.4804,                  6.452,                 3.2159,              0.0058024,              0.0058024,              0.0058024
                    214,                0.34891,                0.25933,                0.90534,                0.72244,                0.01136,                0.01727,                0.00523,                 3.5915,                 6.7995,                 3.3386,              0.0057826,              0.0057826,              0.0057826
                    215,                0.33346,                0.25639,                0.89682,                0.25344,                0.05795,                 0.0631,                0.02394,                 2.4202,                 6.1386,                 2.3819,              0.0057628,              0.0057628,              0.0057628
                    216,                0.33738,                0.25937,                0.88053,                0.34244,                0.04536,                0.06652,                0.03293,                 2.4139,                 5.9639,                 2.4137,               0.005743,               0.005743,               0.005743
                    217,                0.34874,                0.25685,                0.89519,                0.07184,                 0.1289,                0.06877,                0.02686,                 2.2107,                 5.7519,                  2.256,              0.0057232,              0.0057232,              0.0057232
                    218,                0.33532,                0.25766,                0.90311,                0.33921,                0.16017,                0.21551,                0.11329,                 1.8902,                 4.6296,                 1.9008,              0.0057034,              0.0057034,              0.0057034
                    219,                0.35017,                 0.2733,                 0.8978,                0.39766,                0.12608,                0.19206,                0.12161,                 1.8699,                 4.4725,                 1.9581,              0.0056836,              0.0056836,              0.0056836
                    220,                0.33225,                0.24605,                0.88772,                0.14415,                0.31521,                0.17927,                0.10579,                 1.8837,                 4.4593,                 2.0713,              0.0056638,              0.0056638,              0.0056638
                    221,                0.34913,                0.27727,                0.89177,                0.20806,                0.11447,                0.12851,                0.06252,                 2.1497,                 4.7393,                 2.2687,               0.005644,               0.005644,               0.005644
                    222,                0.34028,                0.25574,                0.88935,                0.07995,                0.01136,                0.01268,                0.00197,                 2.5439,                 6.0129,                 2.6533,              0.0056242,              0.0056242,              0.0056242
                    223,                0.33606,                0.24534,                0.89797,                0.14641,                0.02149,                0.03073,                 0.0165,                 2.3339,                 5.9528,                 2.5642,              0.0056044,              0.0056044,              0.0056044
                    224,                0.33952,                0.27033,                0.89449,                0.16278,                0.02167,                0.03702,                0.01562,                 2.2585,                 6.0925,                  2.475,              0.0055846,              0.0055846,              0.0055846
                    225,                0.34499,                0.26083,                0.89634,                 0.0207,                0.04659,                0.02568,                0.01299,                 2.2606,                 5.9792,                 2.4712,              0.0055648,              0.0055648,              0.0055648
                    226,                0.32616,                0.25922,                0.89663,                0.37369,                0.04526,                0.06068,                0.02709,                 2.1717,                 5.6001,                 2.3052,               0.005545,               0.005545,               0.005545
                    227,                0.33384,                0.26378,                0.90901,                0.28013,                0.07341,                0.10609,                0.06002,                 2.1583,                 4.7488,                 2.0754,              0.0055252,              0.0055252,              0.0055252
                    228,                0.33685,                0.25848,                0.88757,                 0.2132,                0.10281,                0.12221,                0.07568,                 2.2074,                 4.6037,                 2.0106,              0.0055054,              0.0055054,              0.0055054
                    229,                0.34543,                0.25454,                0.89738,                0.17211,                0.20676,                 0.1951,                0.10561,                 2.0931,                 4.6416,                 1.9606,              0.0054856,              0.0054856,              0.0054856
                    230,                 0.3272,                0.25532,                0.89806,                0.10169,                0.05795,                0.07437,                0.02983,                 2.0819,                 5.1531,                 2.1457,              0.0054658,              0.0054658,              0.0054658
                    231,                0.32539,                0.25267,                0.89516,                0.03894,                0.14031,                0.02824,                0.01358,                 2.3067,                  5.386,                 2.4615,               0.005446,               0.005446,               0.005446
                    232,                0.33646,                0.24945,                0.89792,                0.05432,                 0.2664,                0.05619,                0.02719,                 2.2961,                 5.2101,                 2.3974,              0.0054262,              0.0054262,              0.0054262
                    233,                0.32125,                 0.2619,                0.88801,                0.10098,                0.06818,                0.08321,                0.03896,                 2.1877,                 4.9708,                  2.381,              0.0054064,              0.0054064,              0.0054064
                    234,                0.34966,                0.25642,                0.89355,                0.42366,                0.03409,                0.03937,                0.02254,                 2.0409,                 5.4033,                 2.3024,              0.0053866,              0.0053866,              0.0053866
                    235,                0.33653,                 0.2489,                0.90347,                0.14672,                0.09205,                0.09541,                0.04647,                 1.7907,                 4.8221,                 2.0174,              0.0053668,              0.0053668,              0.0053668
                    236,                0.33737,                0.24658,                0.90786,                0.05074,                0.26466,                0.06498,                0.03886,                 1.7229,                 5.0308,                 2.0195,               0.005347,               0.005347,               0.005347
                    237,                0.34293,                0.24584,                 0.8978,                0.13889,                0.03409,                0.02742,                 0.0161,                 1.8503,                 5.4985,                 2.1797,              0.0053272,              0.0053272,              0.0053272
                    238,                0.35066,                 0.2463,                0.89696,                0.03932,                0.12668,                0.04757,                0.02556,                 1.8641,                 5.3294,                 2.1464,              0.0053074,              0.0053074,              0.0053074
                    239,                0.32925,                0.25521,                0.87999,                0.18673,                0.02273,                0.01671,                0.00366,                 2.2999,                 6.0843,                 2.5164,              0.0052876,              0.0052876,              0.0052876
                    240,                0.34274,                0.25202,                0.89289,                0.23183,                0.04659,                0.04377,                0.01401,                  2.142,                 5.9165,                 2.3893,              0.0052678,              0.0052678,              0.0052678
                    241,                0.32979,                0.25538,                0.89641,                0.30756,                0.06903,                0.08281,                0.04628,                 1.9653,                 5.3679,                 2.1793,               0.005248,               0.005248,               0.005248
                    242,                0.30119,                0.22757,                0.88343,                 0.0658,                0.25557,                0.09496,                0.05151,                 2.0187,                  5.054,                   2.24,              0.0052282,              0.0052282,              0.0052282
                    243,                 0.3272,                0.23382,                0.88848,                0.26511,                0.11585,                0.13647,                 0.0762,                 1.8993,                 4.7416,                 2.1193,              0.0052084,              0.0052084,              0.0052084
                    244,                0.32973,                0.23908,                0.90182,                0.08653,                0.37603,                0.15329,                0.07404,                 1.9838,                 4.6073,                 2.1182,              0.0051886,              0.0051886,              0.0051886
                    245,                0.34143,                0.25496,                0.89964,                0.18504,                  0.071,                0.05558,                0.02228,                 2.1302,                 5.2434,                 2.3161,              0.0051688,              0.0051688,              0.0051688
                    246,                0.33095,                0.24452,                0.89358,                  0.131,                0.07827,                0.07194,                 0.0315,                 2.2348,                  4.941,                 2.2718,               0.005149,               0.005149,               0.005149
                    247,                0.33009,                0.23754,                0.89921,                0.13624,                0.08009,                0.06628,                0.03111,                 2.1162,                 5.0178,                 2.1796,              0.0051292,              0.0051292,              0.0051292
                    248,                   0.32,                0.23854,                0.88728,                0.60112,                0.08063,                0.10519,                0.05242,                 2.0776,                 4.6488,                   2.05,              0.0051094,              0.0051094,              0.0051094
                    249,                 0.3193,                0.24624,                0.88404,                0.10917,                 0.3691,                 0.1801,                0.09788,                 2.0897,                 4.0368,                 1.9504,              0.0050896,              0.0050896,              0.0050896
                    250,                0.31553,                0.23908,                0.88698,                0.05208,                0.14995,                0.06849,                0.03279,                 2.1083,                 5.3308,                 2.1932,              0.0050698,              0.0050698,              0.0050698
                    251,                0.34564,                 0.2608,                0.90033,                0.02951,                0.08122,                 0.0246,                0.00816,                 2.2157,                 5.6192,                 2.3841,                0.00505,                0.00505,                0.00505
                    252,                0.32735,                0.24949,                0.89865,                0.04604,                0.09199,                 0.0332,                0.01048,                 2.2493,                 5.7065,                 2.3207,              0.0050302,              0.0050302,              0.0050302
                    253,                0.32945,                0.26845,                0.89368,                0.05422,                0.17657,                0.04057,                0.00989,                 2.3132,                 5.5419,                 2.4086,              0.0050104,              0.0050104,              0.0050104
                    254,                0.32445,                0.28573,                0.89023,                0.02928,                 0.1322,                0.02315,                0.00887,                 2.3301,                 5.4147,                 2.4247,              0.0049906,              0.0049906,              0.0049906
                    255,                0.31195,                0.23672,                0.89417,                0.03188,                0.10844,                0.01959,                0.00786,                 2.5474,                 5.3683,                  2.616,              0.0049708,              0.0049708,              0.0049708
                    256,                0.30771,                0.23445,                0.88946,                0.10943,                0.17495,                0.08132,                0.04562,                  2.491,                 4.9592,                 2.4865,               0.004951,               0.004951,               0.004951
                    257,                 0.3109,                0.24093,                0.88595,                0.22093,                0.42321,                0.21917,                0.11987,                  1.915,                  4.131,                 1.9711,              0.0049312,              0.0049312,              0.0049312
                    258,                0.31889,                0.24855,                0.89079,                0.25589,                 0.4368,                0.23268,                0.14191,                   1.82,                 4.2001,                 1.8319,              0.0049114,              0.0049114,              0.0049114
                    259,                0.31869,                0.24463,                0.88173,                0.27286,                0.49735,                0.28763,                0.17661,                 1.7194,                 4.0419,                 1.7746,              0.0048916,              0.0048916,              0.0048916
                    260,                0.31967,                0.24029,                0.89358,                0.33142,                0.56602,                0.38666,                0.23902,                 1.6161,                 3.5555,                 1.6748,              0.0048718,              0.0048718,              0.0048718
                    261,                0.31874,                0.24358,                 0.8877,                0.23329,                0.69096,                0.37865,                0.23371,                 1.5811,                 3.1755,                 1.6602,               0.004852,               0.004852,               0.004852
                    262,                0.31532,                0.23501,                0.89237,                 0.1611,                0.47132,                0.21855,                0.10594,                 1.9225,                 4.1563,                 1.8537,              0.0048322,              0.0048322,              0.0048322
                    263,                0.32479,                0.23493,                0.88491,                0.06779,                0.17884,                0.05401,                0.02523,                 1.9991,                 5.1615,                 2.0949,              0.0048124,              0.0048124,              0.0048124
                    264,                0.31634,                0.24002,                0.88177,                0.03685,                0.08285,                0.02725,                0.01211,                 2.1953,                 5.3808,                  2.216,              0.0047926,              0.0047926,              0.0047926
                    265,                0.32316,                0.23659,                0.90224,                0.06217,                0.17771,                0.06499,                0.03752,                 2.1983,                 4.9127,                 2.1279,              0.0047728,              0.0047728,              0.0047728
                    266,                0.31677,                0.23314,                0.89648,                0.32474,                0.15531,                0.17962,                0.08386,                 2.0616,                  4.289,                 2.0116,               0.004753,               0.004753,               0.004753
                    267,                0.32092,                0.23396,                0.89651,                0.09347,                0.24583,                0.14535,                0.09841,                 1.9125,                 4.5596,                 2.0377,              0.0047332,              0.0047332,              0.0047332
                    268,                0.31001,                0.23338,                0.88694,                0.15831,                0.28268,                0.17034,                0.11703,                 1.8595,                 4.6072,                 2.0812,              0.0047134,              0.0047134,              0.0047134
                    269,                0.30699,                0.22942,                0.88699,                0.19125,                0.44913,                0.24843,                0.16217,                 1.7523,                 4.1352,                 1.8149,              0.0046936,              0.0046936,              0.0046936
                    270,                 0.3063,                0.22772,                0.89877,                0.17666,                0.31688,                0.22081,                0.13847,                 1.8819,                 4.5873,                 1.9156,              0.0046738,              0.0046738,              0.0046738
                    271,                0.30933,                0.22759,                0.89177,                0.41887,                0.06926,                0.12681,                0.05857,                 1.9675,                 5.2334,                  2.044,               0.004654,               0.004654,               0.004654
                    272,                0.31178,                 0.2311,                0.88416,                0.32988,                0.11472,                0.14831,                0.07815,                 1.8913,                 4.9415,                 1.9591,              0.0046342,              0.0046342,              0.0046342
                    273,                0.31537,                0.24239,                0.88369,                0.29142,                 0.1136,                0.12258,                0.06182,                 2.0076,                 5.1316,                 2.1376,              0.0046144,              0.0046144,              0.0046144
                    274,                0.31593,                0.24473,                0.89297,                0.25918,                0.09199,                0.10213,                0.04776,                 2.1829,                 5.2604,                 2.2278,              0.0045946,              0.0045946,              0.0045946
                    275,                0.30307,                0.23023,                0.88708,                0.29951,                0.13437,                0.13208,                0.07985,                 2.0053,                 4.9095,                 2.0228,              0.0045748,              0.0045748,              0.0045748
                    276,                0.30899,                0.23113,                0.88859,                  0.084,                0.23285,                0.12613,                0.06565,                 2.2563,                 5.0708,                 2.1951,               0.004555,               0.004555,               0.004555
                    277,                0.31894,                0.24366,                0.88349,                0.19705,                0.03463,                0.04098,                0.02184,                 2.4571,                 5.6011,                 2.4284,              0.0045352,              0.0045352,              0.0045352
                    278,                0.29868,                0.22294,                0.89368,                0.06428,                0.17495,                0.05906,                0.03229,                 2.3606,                 5.1776,                 2.1325,              0.0045154,              0.0045154,              0.0045154
                    279,                0.31634,                0.23302,                0.89185,                0.40713,                0.11472,                0.17019,                0.08413,                 2.0545,                 4.5447,                 1.8726,              0.0044956,              0.0044956,              0.0044956
                    280,                0.32712,                0.26409,                0.89013,                0.17792,                0.24134,                0.19436,                0.11702,                  1.865,                  4.149,                 1.6831,              0.0044758,              0.0044758,              0.0044758
                    281,                0.30024,                0.22253,                0.88087,                0.21258,                0.19855,                 0.1559,                0.09162,                 2.0789,                 4.1507,                  1.799,               0.004456,               0.004456,               0.004456
                    282,                0.29395,                0.22967,                0.88922,                0.06378,                0.26569,                0.10026,                  0.052,                 2.0788,                 4.9044,                 1.9962,              0.0044362,              0.0044362,              0.0044362
                    283,                0.31128,                0.22958,                0.88883,                0.06846,                0.18674,                0.08638,                0.04084,                 2.1904,                 5.3896,                 2.1393,              0.0044164,              0.0044164,              0.0044164
                    284,                0.29555,                 0.2271,                0.88185,                0.10571,                0.31856,                0.10293,                0.06115,                 2.0798,                 4.8805,                 1.9855,              0.0043966,              0.0043966,              0.0043966
                    285,                0.29613,                0.22633,                0.88531,                0.22374,                0.20617,                0.14275,                0.08285,                 2.1749,                 4.1474,                 2.0788,              0.0043768,              0.0043768,              0.0043768
                    286,                0.29962,                0.23011,                0.88701,                0.17462,                0.15909,                0.14961,                0.07433,                 2.1199,                 4.2981,                 2.0139,               0.004357,               0.004357,               0.004357
                    287,                0.31759,                0.23527,                0.89508,                0.34662,                0.26933,                0.22708,                0.13082,                 1.9327,                 3.9013,                  1.826,              0.0043372,              0.0043372,              0.0043372
                    288,                0.29587,                0.22238,                0.87646,                 0.1689,                0.52062,                0.23252,                 0.1379,                 1.8252,                 4.1491,                  1.805,              0.0043174,              0.0043174,              0.0043174
                    289,                 0.2899,                0.22742,                0.88543,                0.20662,                0.57684,                0.31703,                0.21057,                 1.7096,                 3.3053,                 1.7477,              0.0042976,              0.0042976,              0.0042976
                    290,                0.29851,                0.22569,                0.88974,                0.09781,                0.24589,                0.10381,                0.04565,                 2.1719,                 4.9591,                 2.1177,              0.0042778,              0.0042778,              0.0042778
                    291,                0.29682,                0.22157,                0.89733,                0.10537,                 0.2691,                0.11237,                0.05924,                 2.1098,                 4.8922,                 2.0518,               0.004258,               0.004258,               0.004258
                    292,                0.30901,                0.21926,                0.88107,                0.10692,                0.32538,                0.13613,                0.07809,                 1.9801,                 4.5916,                 1.9533,              0.0042382,              0.0042382,              0.0042382
                    293,                  0.312,                0.23296,                0.88575,                0.09316,                0.31461,                0.13742,                0.07917,                 1.9013,                 4.5434,                 1.9157,              0.0042184,              0.0042184,              0.0042184
                    294,                0.30211,                0.22478,                0.87815,                0.08576,                0.31402,                0.12084,                0.07471,                  1.812,                 4.4949,                 1.8733,              0.0041986,              0.0041986,              0.0041986
                    295,                0.29593,                0.22162,                0.88678,                0.06699,                0.26575,                0.09891,                0.06024,                  1.828,                 4.7085,                 1.8913,              0.0041788,              0.0041788,              0.0041788
                    296,                0.31567,                0.22726,                0.89575,                 0.0693,                0.10335,                0.07278,                0.03834,                 1.9251,                  5.173,                 1.9808,               0.004159,               0.004159,               0.004159
                    297,                0.28671,                0.22078,                0.89126,                0.03892,                0.06986,                0.03529,                0.01301,                 1.9027,                 5.7613,                 2.1212,              0.0041392,              0.0041392,              0.0041392
                    298,                0.29868,                0.21998,                0.88711,                0.17984,                0.03463,                0.03501,                0.02016,                 1.9106,                 5.7656,                 2.1649,              0.0041194,              0.0041194,              0.0041194
                    299,                  0.308,                0.23623,                0.88082,                0.15969,                0.04507,                0.07507,                0.04031,                 2.0029,                 5.6896,                 2.2009,              0.0040996,              0.0040996,              0.0040996
                    300,                0.29621,                0.23014,                0.87394,                0.03245,                0.04713,                  0.031,                0.01652,                 2.1915,                 5.6945,                 2.2755,              0.0040798,              0.0040798,              0.0040798
                    301,                0.28467,                0.21844,                0.87775,                0.01569,                0.03463,                0.01429,                0.00718,                  2.348,                 5.6748,                 2.2999,                0.00406,                0.00406,                0.00406
                    302,                0.30759,                0.22466,                0.88283,                0.01955,                0.06926,                0.02213,                 0.0135,                 2.2716,                 5.6561,                 2.2796,              0.0040402,              0.0040402,              0.0040402
